Strategic,Monitor,On,Friday,01-Jun-18,filename:CCITY_20180601,,,,,,183,196,288,354,,,,,,,,,,,,,,
,INT,OTHER,SA/LK,PH,PT,DS,VO,VK ,DS,VO,VK ,DS,VO,VK ,DS,VO,VK ,ADS,Time Change,Current Time,Reading,Is a Node,Remove Duplicate,Test VO,Total VO,Num Lanes,Summed DS,Average DS
,354,S,30,A,78,110,11,28,66,8,17,67,10,16,-,-,- ,87,1,13:10:00,1,1,1,29,29,3,243,81
,354,S,31,B,50,61,12,11,52,11,10,11,3,2,-,-,- ,73,1,13:10:00,1,1,1,26,26,3,124,41.3333333333333
,182,S,34,A,79,93,7,22,142,9,40,-,-,- ,-,-,- ,123,1,13:10:00,1,0,0,16,0,2,0,0
A=<47 ,B=53,,,,,,,,,,,,,,,,,,1,13:10:00,0,0,0,0,0,0,0,0
Friday,01-Jun-18,13:10,SS,58M-,PL,3.3,PV,3.3,CL,120-25,RL,119,SA,200,DS,39,,,0,13:10:00,0,0,0,39,0,0,0,0
,Int,SA/LK,PH,PT ,DS,VO,VK ,DS,VO,VK ,DS,VO,VK ,DS,VO,VK ,ADS,,1,13:10:00,0,0,0,0,0,0,0,0
,288,S,206,A,99,76,25,28,39,12,12,58,18,24,0,0,0,97,1,13:10:00,1,1,1,55,55,4,173,43.25
,288,S,270,B,22,66,4,5,140,8,10,-,-,- ,-,-,- ,90,1,13:10:00,1,1,1,12,12,2,206,103
A=<77 ,B=#28,,,,,,,,,,,,,,,,,,1,13:10:00,0,0,0,0,0,0,0,0
Friday,01-Jun-18,13:11,SS,85M+,PL,1.4#,PV,1.3,CL,120,0,RL,118,SA,313,DS,139,,0,13:11:00,0,0,0,238,0,0,0,0
,Int,SA/LK,PH,PT ,DS,VO,VK ,DS,VO,VK ,DS,VO,VK ,DS,VO,VK ,ADS,,1,13:11:00,0,0,0,0,0,0,0,0
,908,S,287,AC,52,-,-,- ,138,10,21,133,9,18,-,-,- ,131,1,13:11:00,1,0,0,19,0,2,0,0
,196,S,310,A,46,79,6,10,85,9,12,69,5,9,-,-,- ,83,1,13:11:00,1,1,1,20,20,3,233,77.6666666666667
,196,S,311,ABE,46,27,4,5,56,7,8,17,3,3,18,4,3,50,1,13:11:00,1,1,1,18,18,4,118,29.5
,196,S,312,D,48,33,4,5,17,4,3,90,14,16,43,7,6,85,1,13:11:00,1,1,1,29,29,4,183,45.75
,197,L,71,ABF,40,64,9,9,61,8,10,-,-,- ,-,-,- ,560,1,13:11:00,1,0,0,17,0,2,0,0
,197,L,72,ABF,40,54,5,7,58,5,7,-,-,- ,-,-,- ,500,1,13:11:00,1,0,0,10,0,2,0,0
A=<13 ,B=20,C=#25,D=28,E=18,,,,,,,,,,,,,,,1,13:11:00,0,0,0,0,0,0,0,0
Friday,01-Jun-18,13:12,SS,6M+,PL,2.3,PV,2.3,CL,120-25,RL,134,SA,14,DS,143,,,0,13:12:00,0,0,0,143,0,0,0,0
,Int,SA/LK,PH,PT ,DS,VO,VK ,DS,VO,VK ,DS,VO,VK ,DS,VO,VK ,ADS,,1,13:12:00,0,0,0,0,0,0,0,0
,183,S,20,AC,86,151,3,38,47,12,13,74,18,25,42,10,13,145,1,13:12:00,1,1,1,43,43,4,314,78.5
,183,S,21,B,31,124,2,12,0,0,0,129,6,13,-,-,- ,138,1,13:12:00,1,1,1,8,8,3,253,84.3333333333333
,184,S,161,A,67,147,7,30,85,9,19,75,11,20,60,11,13,150,1,13:12:00,1,0,0,38,0,4,0,0
,184,S,162,B,27,0,0,0,0,0,0,-,-,- ,-,-,- ,24,1,13:12:00,1,0,0,0,0,2,0,0
,183,S,183,B,31,124,2,12,0,0,0,-,-,- ,-,-,- ,130,1,13:12:00,1,1,0,2,0,2,0,0
,183,L,7,AC,86,151,3,38,-,-,- ,-,-,- ,-,-,- ,760,1,13:12:00,1,1,0,3,0,1,0,0
A=<43 ,B=40,C=#20,,,,,,,,,,,,,,,,,1,13:12:00,0,0,0,0,0,0,0,0
Friday,01-Jun-18,13:12,SS,10M+,PL,4.4,PV,4.4,CL,120,0,RL,126,SA,56,DS,108,,0,13:12:00,0,0,0,246,0,0,0,0
,Int,SA/LK,PH,PT ,DS,VO,VK ,DS,VO,VK ,DS,VO,VK ,DS,VO,VK ,ADS,,1,13:12:00,0,0,0,0,0,0,0,0
,354,S,30,A,88,100,19,28,29,10,8,54,9,14,-,-,- ,96,1,13:12:00,1,1,1,38,38,3,183,61
,354,S,31,B,47,43,9,7,46,9,9,11,3,2,-,-,- ,61,1,13:12:00,1,1,1,21,21,3,100,33.3333333333333
,182,S,34,A,85,100,11,26,101,5,30,-,-,- ,-,-,- ,122,1,13:12:00,1,0,0,16,0,2,0,0
A=<47 ,B=53,,,,,,,,,,,,,,,,,,1,13:12:00,0,0,0,0,0,0,0,0
Friday,01-Jun-18,13:12,SS,58M-,PL,3.3,PV,3.3,CL,120-25,RL,110,SA,200,DS,39,,,0,13:12:00,0,0,0,39,0,0,0,0
,Int,SA/LK,PH,PT ,DS,VO,VK ,DS,VO,VK ,DS,VO,VK ,DS,VO,VK ,ADS,,1,13:12:00,0,0,0,0,0,0,0,0
,288,S,206,A,98,83,30,31,42,12,12,30,11,12,0,0,0,86,1,13:12:00,1,1,1,53,53,4,155,38.75
,288,S,270,B,21,35,3,2,44,3,3,-,-,- ,-,-,- ,77,1,13:12:00,1,1,1,6,6,2,79,39.5
A=<78 ,B=#26,,,,,,,,,,,,,,,,,,1,13:12:00,0,0,0,0,0,0,0,0
Friday,01-Jun-18,13:13,SS,85M+,PL,3.4#,PV,3.3,CL,120,0,RL,123,SA,313,DS,135,,0,13:13:00,0,0,0,243,0,0,0,0
,Int,SA/LK,PH,PT ,DS,VO,VK ,DS,VO,VK ,DS,VO,VK ,DS,VO,VK ,ADS,,1,13:13:00,0,0,0,0,0,0,0,0
,908,S,287,AC,75,-,-,- ,102,8,22,147,6,28,-,-,- ,144,1,13:13:00,1,0,0,14,0,2,0,0
,196,S,310,A,16,167,4,7,58,2,3,111,3,5,-,-,- ,121,1,13:13:00,1,1,1,9,9,3,336,112
,196,S,311,ABE,37,8,2,1,121,9,14,60,8,7,24,3,3,83,1,13:13:00,1,1,1,22,22,4,213,53.25
,196,S,312,D,46,7,2,1,11,3,2,62,16,11,7,2,1,76,1,13:13:00,1,1,1,23,23,4,87,21.75
,197,L,71,ABF,48,47,7,8,62,8,12,-,-,- ,-,-,- ,600,1,13:13:00,1,0,0,15,0,2,0,0
,197,L,72,ABF,48,94,10,15,76,8,12,-,-,- ,-,-,- ,600,1,13:13:00,1,0,0,18,0,2,0,0
A=<15 ,B=20,C=#25,D=26,E=18,,,,,,,,,,,,,,,1,13:13:00,0,0,0,0,0,0,0,0
Friday,01-Jun-18,13:14,SS,6M+,PL,2.3,PV,1.3,CL,120,0,RL,135,SA,14,DS,143,,0,13:14:00,0,0,0,255,0,0,0,0
,Int,SA/LK,PH,PT ,DS,VO,VK ,DS,VO,VK ,DS,VO,VK ,DS,VO,VK ,ADS,,1,13:14:00,0,0,0,0,0,0,0,0
,183,S,20,AC,59,154,2,26,49,5,9,67,10,16,45,8,10,149,1,13:14:00,1,1,1,25,25,4,315,78.75
,183,S,21,B,22,0,0,0,0,0,0,133,5,10,-,-,- ,135,1,13:14:00,1,1,1,5,5,3,133,44.3333333333333
,184,S,161,A,41,0,0,0,142,8,20,141,9,24,118,15,15,146,1,13:14:00,1,0,0,32,0,4,0,0
,184,S,162,B,27,0,0,0,0,0,0,-,-,- ,-,-,- ,10,1,13:14:00,1,0,0,0,0,2,0,0
,183,S,183,B,22,0,0,0,0,0,0,-,-,- ,-,-,- ,69,1,13:14:00,1,1,0,0,0,2,0,0
,183,L,7,AC,59,154,2,26,-,-,- ,-,-,- ,-,-,- ,720,1,13:14:00,1,1,0,2,0,1,0,0
A=<43 ,B=40,C=#20,,,,,,,,,,,,,,,,,1,13:14:00,0,0,0,0,0,0,0,0
Friday,01-Jun-18,13:14,SS,10M-,PL,4.4,PV,4.4,CL,120,0,RL,118,SA,170,DS,93,,0,13:14:00,0,0,0,238,0,0,0,0
,Int,SA/LK,PH,PT ,DS,VO,VK ,DS,VO,VK ,DS,VO,VK ,DS,VO,VK ,ADS,,1,13:14:00,0,0,0,0,0,0,0,0
,354,S,30,A,74,34,10,8,25,8,6,29,8,6,-,-,- ,73,1,13:14:00,1,1,1,26,26,3,88,29.3333333333333
,354,S,31,B,53,41,8,8,99,17,21,9,2,2,-,-,- ,73,1,13:14:00,1,1,1,27,27,3,149,49.6666666666667
,182,S,34,A,74,146,7,33,102,10,27,-,-,- ,-,-,- ,130,1,13:14:00,1,0,0,17,0,2,0,0
A=<47 ,B=53,,,,,,,,,,,,,,,,,,1,13:14:00,0,0,0,0,0,0,0,0
Friday,01-Jun-18,13:14,SS,58M+,PL,2.3,PV,2.3,CL,120,0,RL,117,SA,206,DS,121,,0,13:14:00,0,0,0,237,0,0,0,0
,Int,SA/LK,PH,PT ,DS,VO,VK ,DS,VO,VK ,DS,VO,VK ,DS,VO,VK ,ADS,,1,13:14:00,0,0,0,0,0,0,0,0
,288,S,206,A,61,121,16,28,78,12,14,49,10,13,0,0,0,99,1,13:14:00,1,1,1,38,38,4,248,62
,288,S,270,B,21,29,2,2,55,2,4,-,-,- ,-,-,- ,70,1,13:14:00,1,1,1,4,4,2,84,42
A=<80 ,B=#24,,,,,,,,,,,,,,,,,,1,13:14:00,0,0,0,0,0,0,0,0
Friday,01-Jun-18,13:15,SS,85M+,PL,3.4#,PV,1.3,CL,120,0,RL,129,SA,313,DS,135,,0,13:15:00,0,0,0,249,0,0,0,0
,Int,SA/LK,PH,PT ,DS,VO,VK ,DS,VO,VK ,DS,VO,VK ,DS,VO,VK ,ADS,,1,13:15:00,0,0,0,0,0,0,0,0
,908,S,287,AC,55,-,-,- ,135,8,22,121,11,17,-,-,- ,140,1,13:15:00,1,0,0,19,0,2,0,0
,196,S,310,A,54,41,6,6,100,12,16,80,8,12,-,-,- ,119,1,13:15:00,1,1,1,26,26,3,221,73.6666666666667
,196,S,311,ABE,54,9,3,2,48,7,8,29,6,5,7,2,1,74,1,13:15:00,1,1,1,18,18,4,93,23.25
,196,S,312,D,49,28,5,4,54,8,9,87,13,16,52,9,7,79,1,13:15:00,1,1,1,35,35,4,221,55.25
,197,L,71,ABF,47,69,10,11,56,9,10,-,-,- ,-,-,- ,600,1,13:15:00,1,0,0,19,0,2,0,0
,197,L,72,ABF,47,62,5,10,34,6,5,-,-,- ,-,-,- ,560,1,13:15:00,1,0,0,11,0,2,0,0
A=<15 ,B=20,C=#25,D=26,E=18,,,,,,,,,,,,,,,1,13:15:00,0,0,0,0,0,0,0,0
Friday,01-Jun-18,13:16,SS,6M+,PL,1.3,PV,1.3,CL,120,0,RL,135,SA,88,DS,147,,0,13:16:00,0,0,0,255,0,0,0,0
,Int,SA/LK,PH,PT ,DS,VO,VK ,DS,VO,VK ,DS,VO,VK ,DS,VO,VK ,ADS,,1,13:16:00,0,0,0,0,0,0,0,0
,183,S,20,AC,42,146,3,18,111,12,15,96,7,16,134,8,21,150,1,13:16:00,1,1,1,30,30,4,487,121.75
,183,S,21,B,31,83,3,8,141,4,16,113,10,12,-,-,- ,136,1,13:16:00,1,1,1,17,17,3,337,112.333333333333
,184,S,161,A,80,153,2,38,99,20,27,88,19,29,76,20,19,148,1,13:16:00,1,0,0,61,0,4,0,0
,184,S,162,B,42,24,3,3,23,4,3,-,-,- ,-,-,- ,11,1,13:16:00,1,0,0,7,0,2,0,0
,183,S,183,B,31,83,3,8,141,4,16,-,-,- ,-,-,- ,91,1,13:16:00,1,1,0,7,0,2,0,0
,183,L,7,AC,42,146,3,18,-,-,- ,-,-,- ,-,-,- ,760,1,13:16:00,1,1,0,3,0,1,0,0
A=<45 ,B=38,C=#20,,,,,,,,,,,,,,,,,1,13:16:00,0,0,0,0,0,0,0,0
Friday,01-Jun-18,13:16,SS,10M-,PL,4.4,PV,4.4,CL,120,0,RL,109,SA,30,DS,74,,0,13:16:00,0,0,0,229,0,0,0,0
,Int,SA/LK,PH,PT ,DS,VO,VK ,DS,VO,VK ,DS,VO,VK ,DS,VO,VK ,ADS,,1,13:16:00,0,0,0,0,0,0,0,0
,354,S,30,A,68,74,7,16,66,12,15,28,5,6,-,-,- ,67,1,13:16:00,1,1,1,24,24,3,168,56
,354,S,31,B,53,130,13,25,151,11,32,43,8,8,-,-,- ,111,1,13:16:00,1,1,1,32,32,3,324,108
,182,S,34,A,71,85,4,18,99,12,25,-,-,- ,-,-,- ,115,1,13:16:00,1,0,0,16,0,2,0,0
A=<47 ,B=53,,,,,,,,,,,,,,,,,,1,13:16:00,0,0,0,0,0,0,0,0
Friday,01-Jun-18,13:16,SS,58M+,PL,2.3,PV,2.3,CL,120,0,RL,128,SA,206,DS,124,,0,13:16:00,0,0,0,248,0,0,0,0
,Int,SA/LK,PH,PT ,DS,VO,VK ,DS,VO,VK ,DS,VO,VK ,DS,VO,VK ,ADS,,1,13:16:00,0,0,0,0,0,0,0,0
,288,S,206,A,74,124,19,34,42,8,9,41,11,13,0,0,0,114,1,13:16:00,1,1,1,38,38,4,207,51.75
,288,S,270,B,21,0,0,0,0,0,0,-,-,- ,-,-,- ,28,1,13:16:00,1,1,1,0,0,2,0,0
A=<80 ,B=#24,,,,,,,,,,,,,,,,,,1,13:16:00,0,0,0,0,0,0,0,0
Friday,01-Jun-18,13:16,SS,6M+,PL,1.3,PV,1.3,CL,120,0,RL,134,SA,88,DS,147,,0,13:16:00,0,0,0,254,0,0,0,0
,Int,SA/LK,PH,PT ,DS,VO,VK ,DS,VO,VK ,DS,VO,VK ,DS,VO,VK ,ADS,,1,13:16:00,0,0,0,0,0,0,0,0
,183,S,20,AC,42,146,3,18,111,12,15,96,7,16,134,8,21,148,1,13:16:00,1,1,1,30,30,4,487,121.75
,183,S,21,B,31,83,3,8,141,4,16,113,10,12,-,-,- ,139,1,13:16:00,1,1,1,17,17,3,337,112.333333333333
,184,S,161,A,80,153,2,38,99,20,27,88,19,29,76,20,19,151,1,13:16:00,1,0,0,61,0,4,0,0
,184,S,162,B,42,24,3,3,23,4,3,-,-,- ,-,-,- ,19,1,13:16:00,1,0,0,7,0,2,0,0
,183,S,183,B,31,83,3,8,141,4,16,-,-,- ,-,-,- ,110,1,13:16:00,1,1,0,7,0,2,0,0
,183,L,7,AC,42,146,3,18,-,-,- ,-,-,- ,-,-,- ,600,1,13:16:00,1,1,0,3,0,1,0,0
A=<45 ,B=38,C=#20,,,,,,,,,,,,,,,,,1,13:16:00,0,0,0,0,0,0,0,0
Friday,01-Jun-18,13:16,SS,58M+,PL,2.3,PV,2.3,CL,120,0,RL,134,SA,206,DS,124,,0,13:16:00,0,0,0,254,0,0,0,0
,Int,SA/LK,PH,PT ,DS,VO,VK ,DS,VO,VK ,DS,VO,VK ,DS,VO,VK ,ADS,,1,13:16:00,0,0,0,0,0,0,0,0
,288,S,206,A,74,124,19,34,42,8,9,41,11,13,0,0,0,123,1,13:16:00,1,1,1,38,38,4,207,51.75
,288,S,270,B,21,0,0,0,0,0,0,-,-,- ,-,-,- ,12,1,13:16:00,1,1,1,0,0,2,0,0
A=<80 ,B=#24,,,,,,,,,,,,,,,,,,1,13:16:00,0,0,0,0,0,0,0,0
Friday,01-Jun-18,13:17,SS,85M+,PL,5.4#,PV,5.3,CL,120,0,RL,137,SA,310,DS,143,,0,13:17:00,0,0,0,257,0,0,0,0
,Int,SA/LK,PH,PT ,DS,VO,VK ,DS,VO,VK ,DS,VO,VK ,DS,VO,VK ,ADS,,1,13:17:00,0,0,0,0,0,0,0,0
,908,S,287,AC,75,-,-,- ,144,9,31,50,10,10,-,-,- ,142,1,13:17:00,1,0,0,19,0,2,0,0
,196,S,310,A,48,56,6,8,33,4,5,162,5,22,-,-,- ,143,1,13:17:00,1,1,1,15,15,3,251,83.6666666666667
,196,S,311,ABE,48,34,4,7,78,7,12,88,9,14,10,2,2,82,1,13:17:00,1,1,1,22,22,4,210,52.5
,196,S,312,D,46,30,3,4,15,3,2,90,12,16,58,7,8,83,1,13:17:00,1,1,1,25,25,4,193,48.25
,197,L,71,ABF,50,59,7,10,62,10,12,-,-,- ,-,-,- ,640,1,13:17:00,1,0,0,17,0,2,0,0
,197,L,72,ABF,50,54,5,9,93,7,15,-,-,- ,-,-,- ,640,1,13:17:00,1,0,0,12,0,2,0,0
A=<18 ,B=20,C=#25,D=24,E=17,,,,,,,,,,,,,,,1,13:17:00,0,0,0,0,0,0,0,0
Friday,01-Jun-18,13:18,SS,10M-,PL,4.4,PV,4.4,CL,120,0,RL,103,SA,30,DS,61,,0,13:18:00,0,0,0,223,0,0,0,0
,Int,SA/LK,PH,PT ,DS,VO,VK ,DS,VO,VK ,DS,VO,VK ,DS,VO,VK ,ADS,,1,13:18:00,0,0,0,0,0,0,0,0
,354,S,30,A,67,59,8,13,61,9,14,52,6,10,-,-,- ,59,1,13:18:00,1,1,1,23,23,3,172,57.3333333333333
,354,S,31,B,53,74,12,14,111,18,23,12,3,2,-,-,- ,122,1,13:18:00,1,1,1,33,33,3,197,65.6666666666667
,182,S,34,A,59,45,7,8,44,6,9,-,-,- ,-,-,- ,85,1,13:18:00,1,0,0,13,0,2,0,0
A=<47 ,B=53,,,,,,,,,,,,,,,,,,1,13:18:00,0,0,0,0,0,0,0,0
Friday,01-Jun-18,13:18,SS,6M+,PL,1.3,PV,1.3,CL,120,0,RL,134,SA,88,DS,139,,0,13:18:00,0,0,0,254,0,0,0,0
,Int,SA/LK,PH,PT ,DS,VO,VK ,DS,VO,VK ,DS,VO,VK ,DS,VO,VK ,ADS,,1,13:18:00,0,0,0,0,0,0,0,0
,183,S,20,AC,109,148,7,47,74,12,26,80,21,34,59,16,24,147,1,13:18:00,1,1,1,56,56,4,361,90.25
,183,S,21,B,33,118,3,13,137,4,16,108,11,12,-,-,- ,139,1,13:18:00,1,1,1,18,18,3,363,121
,184,S,161,A,78,143,11,34,139,11,37,133,14,42,118,18,29,149,1,13:18:00,1,0,0,54,0,4,0,0
,184,S,162,B,54,0,0,0,7,2,1,-,-,- ,-,-,- ,16,1,13:18:00,1,0,0,2,0,2,0,0
,183,S,183,B,33,118,3,13,137,4,16,-,-,- ,-,-,- ,139,1,13:18:00,1,1,0,7,0,2,0,0
,183,L,7,AC,109,148,7,47,-,-,- ,-,-,- ,-,-,- ,920,1,13:18:00,1,1,0,7,0,1,0,0
A=<45 ,B=38,C=#20,,,,,,,,,,,,,,,,,1,13:18:00,0,0,0,0,0,0,0,0
Friday,01-Jun-18,13:18,SS,58M+,PL,2.3,PV,2.3,CL,120,0,RL,134,SA,206,DS,124,,0,13:18:00,0,0,0,254,0,0,0,0
,Int,SA/LK,PH,PT ,DS,VO,VK ,DS,VO,VK ,DS,VO,VK ,DS,VO,VK ,ADS,,1,13:18:00,0,0,0,0,0,0,0,0
,288,S,206,A,99,124,23,46,96,21,29,45,18,19,0,0,0,124,1,13:18:00,1,1,1,62,62,4,265,66.25
,288,S,270,B,22,43,3,3,133,7,9,-,-,- ,-,-,- ,60,1,13:18:00,1,1,1,10,10,2,176,88
A=<80 ,B=#24,,,,,,,,,,,,,,,,,,1,13:18:00,0,0,0,0,0,0,0,0
Friday,01-Jun-18,13:19,SS,85M+,PL,5.4#,PV,7.3,CL,120,0,RL,139,SA,310,DS,150,,0,13:19:00,0,0,0,259,0,0,0,0
,Int,SA/LK,PH,PT ,DS,VO,VK ,DS,VO,VK ,DS,VO,VK ,DS,VO,VK ,ADS,,1,13:19:00,0,0,0,0,0,0,0,0
,908,S,287,AC,77,-,-,- ,138,10,31,131,14,26,-,-,- ,139,1,13:19:00,1,0,0,24,0,2,0,0
,196,S,310,A,50,63,5,9,31,3,5,166,3,23,-,-,- ,150,1,13:19:00,1,1,1,11,11,3,260,86.6666666666667
,196,S,311,ABE,50,28,6,6,94,11,15,79,13,13,70,12,12,82,1,13:19:00,1,1,1,42,42,4,271,67.75
,196,S,312,D,48,22,3,3,22,3,3,134,12,24,93,13,13,109,1,13:19:00,1,1,1,31,31,4,271,67.75
,197,L,71,ABF,45,33,4,5,35,7,6,-,-,- ,-,-,- ,500,1,13:19:00,1,0,0,11,0,2,0,0
,197,L,72,ABF,45,73,8,11,72,12,10,-,-,- ,-,-,- ,620,1,13:19:00,1,0,0,20,0,2,0,0
A=<18 ,B=20,C=#25,D=24,E=17,,,,,,,,,,,,,,,1,13:19:00,0,0,0,0,0,0,0,0
Friday,01-Jun-18,13:20,SS,10,-,PL,4.4,PV,4.4,CL,120,0,RL,105,SA,30,DS,80,0,13:20:00,0,0,0,34.4,0,0,0,0
,Int,SA/LK,PH,PT ,DS,VO,VK ,DS,VO,VK ,DS,VO,VK ,DS,VO,VK ,ADS,,1,13:20:00,0,0,0,0,0,0,0,0
,354,S,30,A,67,80,6,17,77,8,17,28,4,6,-,-,- ,72,1,13:20:00,1,1,1,18,18,3,185,61.6666666666667
,354,S,31,B,53,69,9,13,93,13,20,38,5,7,-,-,- ,112,1,13:20:00,1,1,1,27,27,3,200,66.6666666666667
,182,S,34,A,88,30,8,8,45,13,14,-,-,- ,-,-,- ,57,1,13:20:00,1,0,0,21,0,2,0,0
A=<47 ,B=53,,,,,,,,,,,,,,,,,,1,13:20:00,0,0,0,0,0,0,0,0
Friday,01-Jun-18,13:20,SS,6M+,PL,1.3,PV,2.3,CL,120,0,RL,122,SA,88,DS,146,,0,13:20:00,0,0,0,242,0,0,0,0
,Int,SA/LK,PH,PT ,DS,VO,VK ,DS,VO,VK ,DS,VO,VK ,DS,VO,VK ,ADS,,1,13:20:00,0,0,0,0,0,0,0,0
,183,S,20,AC,88,90,12,23,77,17,22,88,22,30,55,13,18,121,1,13:20:00,1,1,1,64,64,4,310,77.5
,183,S,21,B,31,117,3,12,138,4,15,57,4,6,-,-,- ,138,1,13:20:00,1,1,1,11,11,3,312,104
,184,S,161,A,78,128,13,31,118,21,31,90,19,29,80,18,20,138,1,13:20:00,1,0,0,71,0,4,0,0
,184,S,162,B,15,36,3,2,0,0,0,-,-,- ,-,-,- ,24,1,13:20:00,1,0,0,3,0,2,0,0
,183,S,183,B,31,117,3,12,138,4,15,-,-,- ,-,-,- ,138,1,13:20:00,1,1,0,7,0,2,0,0
,183,L,7,AC,88,90,12,23,-,-,- ,-,-,- ,-,-,- ,880,1,13:20:00,1,1,0,12,0,1,0,0
A=<45 ,B=38,C=#20,,,,,,,,,,,,,,,,,1,13:20:00,0,0,0,0,0,0,0,0
Friday,01-Jun-18,13:20,SS,58M+,PL,2.3,PV,2.3,CL,120,0,RL,134,SA,206,DS,129,,0,13:20:00,0,0,0,254,0,0,0,0
,Int,SA/LK,PH,PT ,DS,VO,VK ,DS,VO,VK ,DS,VO,VK ,DS,VO,VK ,ADS,,1,13:20:00,0,0,0,0,0,0,0,0
,288,S,206,A,98,129,19,48,126,18,37,44,16,18,0,0,0,126,1,13:20:00,1,1,1,53,53,4,299,74.75
,288,S,270,B,21,28,2,2,71,3,5,-,-,- ,-,-,- ,76,1,13:20:00,1,1,1,5,5,2,99,49.5
A=<80 ,B=#24,,,,,,,,,,,,,,,,,,1,13:20:00,0,0,0,0,0,0,0,0
Friday,01-Jun-18,13:21,SS,85M+,PL,6.4#,PV,6.3,CL,120,0,RL,140,SA,310,DS,165,,0,13:21:00,0,0,0,260,0,0,0,0
,Int,SA/LK,PH,PT ,DS,VO,VK ,DS,VO,VK ,DS,VO,VK ,DS,VO,VK ,ADS,,1,13:21:00,0,0,0,0,0,0,0,0
,908,S,287,AC,99,-,-,- ,143,7,41,77,11,20,-,-,- ,142,1,13:21:00,1,0,0,18,0,2,0,0
,196,S,310,A,50,63,5,9,31,3,5,166,3,23,-,-,- ,165,1,13:21:00,1,1,1,11,11,3,260,86.6666666666667
,196,S,311,ABE,50,28,6,6,94,11,15,79,13,13,70,12,12,93,1,13:21:00,1,1,1,42,42,4,271,67.75
,196,S,312,D,48,22,3,3,22,3,3,134,12,24,93,13,13,124,1,13:21:00,1,1,1,31,31,4,271,67.75
,197,L,71,ABF,40,110,12,15,74,11,12,-,-,- ,-,-,- ,620,1,13:21:00,1,0,0,23,0,2,0,0
,197,L,72,ABF,40,40,4,5,78,5,10,-,-,- ,-,-,- ,560,1,13:21:00,1,0,0,9,0,2,0,0
A=<19 ,B=20,C=#25,D=23,E=17,,,,,,,,,,,,,,,1,13:21:00,0,0,0,0,0,0,0,0
Friday,01-Jun-18,13:22,SS,10,-,PL,4.4,PV,4.4,CL,120,0,RL,105,SA,136,DS,114,0,13:22:00,0,0,0,140.4,0,0,0,0
,Int,SA/LK,PH,PT ,DS,VO,VK ,DS,VO,VK ,DS,VO,VK ,DS,VO,VK ,ADS,,1,13:22:00,0,0,0,0,0,0,0,0
,354,S,30,A,67,74,9,16,74,11,16,29,7,6,-,-,- ,73,1,13:22:00,1,1,1,27,27,3,177,59
,354,S,31,B,41,46,8,7,56,11,9,14,3,2,-,-,- ,80,1,13:22:00,1,1,1,22,22,3,116,38.6666666666667
,182,S,34,A,82,43,9,11,74,22,21,-,-,- ,-,-,- ,58,1,13:22:00,1,0,0,31,0,2,0,0
A=<47 ,B=53,,,,,,,,,,,,,,,,,,1,13:22:00,0,0,0,0,0,0,0,0
Friday,01-Jun-18,13:23,SS,85M+,PL,6.4#,PV,1.4,CL,120,0,RL,137,SA,310,DS,117,,0,13:23:00,0,0,0,257,0,0,0,0
,Int,SA/LK,PH,PT ,DS,VO,VK ,DS,VO,VK ,DS,VO,VK ,DS,VO,VK ,ADS,,1,13:23:00,0,0,0,0,0,0,0,0
,908,S,287,AC,79,-,-,- ,150,5,35,141,9,29,-,-,- ,145,1,13:23:00,1,0,0,14,0,2,0,0
,196,S,310,A,46,0,0,0,56,7,8,53,5,7,-,-,- ,117,1,13:23:00,1,1,1,12,12,3,109,36.3333333333333
,196,S,311,ABE,45,11,3,2,22,4,3,16,3,2,9,2,1,62,1,13:23:00,1,1,1,12,12,4,58,14.5
,196,S,312,D,45,41,3,6,20,3,3,76,13,13,26,5,3,108,1,13:23:00,1,1,1,24,24,4,163,40.75
,197,L,71,ABF,41,57,9,8,82,9,13,-,-,- ,-,-,- ,620,1,13:23:00,1,0,0,18,0,2,0,0
,197,L,72,ABF,41,41,3,6,23,4,3,-,-,- ,-,-,- ,400,1,13:23:00,1,0,0,7,0,2,0,0
A=<19 ,B=20,C=#25,D=23,E=17,,,,,,,,,,,,,,,1,13:23:00,0,0,0,0,0,0,0,0
Friday,01-Jun-18,13:24,SS,10,+,PL,4.4,PV,4.4,CL,120,0,RL,104,SA,56,DS,111,0,13:24:00,0,0,0,60.4,0,0,0,0
,Int,SA/LK,PH,PT ,DS,VO,VK ,DS,VO,VK ,DS,VO,VK ,DS,VO,VK ,ADS,,1,13:24:00,0,0,0,0,0,0,0,0
,354,S,30,A,79,64,14,16,43,15,11,18,7,4,-,-,- ,71,1,13:24:00,1,1,1,36,36,3,125,41.6666666666667
,354,S,31,B,51,64,11,12,42,7,9,21,4,4,-,-,- ,68,1,13:24:00,1,1,1,22,22,3,127,42.3333333333333
,182,S,34,A,75,61,6,14,75,12,20,-,-,- ,-,-,- ,68,1,13:24:00,1,0,0,18,0,2,0,0
A=<47 ,B=53,,,,,,,,,,,,,,,,,,1,13:24:00,0,0,0,0,0,0,0,0
Friday,01-Jun-18,13:24,SS,6M+,PL,2.3,PV,2.3,CL,120,0,RL,121,SA,17,DS,126,,0,13:24:00,0,0,0,241,0,0,0,0
,Int,SA/LK,PH,PT ,DS,VO,VK ,DS,VO,VK ,DS,VO,VK ,DS,VO,VK ,ADS,,1,13:24:00,0,0,0,0,0,0,0,0
